"Column Name","Label"
"S2401_C05_003E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:"
"S2401_C05_003M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:"
"S2401_C05_003MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:"
"S2401_C05_003EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:"
"S2401_C05_004E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Management occupations"
"S2401_C05_004M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Management occupations"
"S2401_C05_004MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Management occupations"
"S2401_C05_004EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Management occupations"
"S2401_C05_005E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations"
"S2401_C05_005M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations"
"S2401_C05_005MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations"
"S2401_C05_005EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations"
"S2401_C05_006E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:"
"S2401_C05_006EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:"
"S2401_C05_006M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:"
"S2401_C05_006MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:"
"S2401_C05_007E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations"
"S2401_C05_007M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations"
"S2401_C05_007MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations"
"S2401_C05_007EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations"
"S2401_C05_008E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations"
"S2401_C05_008M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations"
"S2401_C05_008MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations"
"S2401_C05_008EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations"
"S2401_C05_009E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations"
"S2401_C05_009M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations"
"S2401_C05_009MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations"
"S2401_C05_009EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations"
"S2401_C05_010E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:"
"S2401_C05_010M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:"
"S2401_C05_010MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:"
"S2401_C05_010EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:"
"S2401_C05_011E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations"
"S2401_C05_011M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations"
"S2401_C05_011MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations"
"S2401_C05_011EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations"
"S2401_C05_012E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations"
"S2401_C05_012M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations"
"S2401_C05_012MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations"
"S2401_C05_012EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations"
"S2401_C05_013E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations"
"S2401_C05_013EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations"
"S2401_C05_013M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations"
"S2401_C05_013MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations"
"S2401_C05_014E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations"
"S2401_C05_014M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations"
"S2401_C05_014MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations"
"S2401_C05_014EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations"
"S2401_C05_015E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:"
"S2401_C05_015M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:"
"S2401_C05_015MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:"
"S2401_C05_015EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:"
"S2401_C05_016E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations"
"S2401_C05_016EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations"
"S2401_C05_016M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations"
"S2401_C05_016MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations"
"S2401_C05_017E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians"
"S2401_C05_017M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians"
"S2401_C05_017MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians"
"S2401_C05_017EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians"
"S2401_C05_018E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:"
"S2401_C05_018M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:"
"S2401_C05_018MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:"
"S2401_C05_018EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:"
"S2401_C05_019E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Healthcare support occupations"
"S2401_C05_019M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Healthcare support occupations"
"S2401_C05_019MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Healthcare support occupations"
"S2401_C05_019EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Healthcare support occupations"
"S2401_C05_020E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:"
"S2401_C05_020M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:"
"S2401_C05_020MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:"
"S2401_C05_020EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:"
"S2401_C05_021E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Firefighting and prevention, and other protective service workers including supervisors"
"S2401_C05_021EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Firefighting and prevention, and other protective service workers including supervisors"
"S2401_C05_021M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Firefighting and prevention, and other protective service workers including supervisors"
"S2401_C05_021MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Firefighting and prevention, and other protective service workers including supervisors"
"S2401_C05_022E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Law enforcement workers including supervisors"
"S2401_C05_022EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Law enforcement workers including supervisors"
"S2401_C05_022M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Law enforcement workers including supervisors"
"S2401_C05_022MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Law enforcement workers including supervisors"
"S2401_C05_023E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Food preparation and serving related occupations"
"S2401_C05_023M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Food preparation and serving related occupations"
"S2401_C05_023MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Food preparation and serving related occupations"
"S2401_C05_023EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Food preparation and serving related occupations"
"S2401_C05_024E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Building and grounds cleaning and maintenance occupations"
"S2401_C05_024M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Building and grounds cleaning and maintenance occupations"
"S2401_C05_024MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Building and grounds cleaning and maintenance occupations"
"S2401_C05_024EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Building and grounds cleaning and maintenance occupations"
"S2401_C05_025E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Personal care and service occupations"
"S2401_C05_025M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Personal care and service occupations"
"S2401_C05_025MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Personal care and service occupations"
"S2401_C05_025EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Personal care and service occupations"
"S2401_C05_026E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Sales and office occupations:"
"S2401_C05_026EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Sales and office occupations:"
"S2401_C05_026M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Sales and office occupations:"
"S2401_C05_026MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Sales and office occupations:"
"S2401_C05_027E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Sales and office occupations:!!Sales and related occupations"
"S2401_C05_027EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Sales and office occupations:!!Sales and related occupations"
"S2401_C05_027M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Sales and office occupations:!!Sales and related occupations"
"S2401_C05_027MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Sales and office occupations:!!Sales and related occupations"
"S2401_C05_028E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Sales and office occupations:!!Office and administrative support occupations"
"S2401_C05_028EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Sales and office occupations:!!Office and administrative support occupations"
"S2401_C05_028M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Sales and office occupations:!!Office and administrative support occupations"
"S2401_C05_028MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Sales and office occupations:!!Office and administrative support occupations"
"S2401_C05_029E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:"
"S2401_C05_029EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:"
"S2401_C05_029M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:"
"S2401_C05_029MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:"
"S2401_C05_030E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Farming, fishing, and forestry occupations"
"S2401_C05_030M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Farming, fishing, and forestry occupations"
"S2401_C05_030MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Farming, fishing, and forestry occupations"
"S2401_C05_030EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Farming, fishing, and forestry occupations"
"S2401_C05_031E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations"
"S2401_C05_031EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations"
"S2401_C05_031M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations"
"S2401_C05_031MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations"
"S2401_C05_032E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Installation, maintenance, and repair occupations"
"S2401_C05_032M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Installation, maintenance, and repair occupations"
"S2401_C05_032MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Installation, maintenance, and repair occupations"
"S2401_C05_032EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Installation, maintenance, and repair occupations"
"S2401_C05_033E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:"
"S2401_C05_033M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:"
"S2401_C05_033MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:"
"S2401_C05_033EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:"
"S2401_C05_034E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Production occupations"
"S2401_C05_034M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Production occupations"
"S2401_C05_034MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Production occupations"
"S2401_C05_034EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Production occupations"
"S2401_C05_035E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Transportation occupations"
"S2401_C05_035EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Transportation occupations"
"S2401_C05_035M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Transportation occupations"
"S2401_C05_035MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Transportation occupations"
"S2401_C05_036E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Material moving occupations"
"S2401_C05_036M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Material moving occupations"
"S2401_C05_036MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Material moving occupations"
"S2401_C05_036EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Material moving occupations"
